root	leaf	logFC_root_leaf	PValue_root_leaf	FDR_root_leaf
AT3TE89885	0	0	0	1	1
AT3TE89940	0	0	0	1	1
AT3TE90030	0	0	0	1	1
AT3TE90040	0	0	0	1	1
AT3TE90045	0	0	0	1	1
AT3TE90050	0	0	0	1	1
AT3TE90270	0	0	0	1	1
AT3TE90275	0	0	0	1	1
AT3TE90280	0	0	0	1	1
AT3TE90285	0	0	0	1	1
AT3TE90450	0	0	0	1	1
AT3TE90455	0	0	0	1	1
AT3TE90460	0	9.9097327315683	-2.35098261046619	1	1
AT3TE90530	0	0	0	1	1
AT3TE90535	0	0	0	1	1
AT3TE90540	0	0	0	1	1
AT3TE90545	0	0	0	1	1
AT3TE90550	0	0	0	1	1
AT3TE90555	0	0	0	1	1
AT3TE90560	0	0	0	1	1
AT3TE90565	0	0	0	1	1
AT3TE90570	0	0	0	1	1
AT3TE90620	0	0	0	1	1
AT3TE90650	0	0	0	1	1
AT3TE90870	0	0	0	1	1
AT3TE90875	0	0	0	1	1
AT3TE91080	52.2644177646056	110.817732532819	-0.907412102471004	1	1
AT3TE91085	652.878705316569	487.517550911672	0.380834267289736	0.658386445152113	1
AT3TE91170	0	0	0	1	1
AT3TE91175	0	0	0	1	1
AT3TE91180	0	0	0	1	1
AT3TE91185	0	0	0	1	1
AT3TE91190	0	0	0	1	1
AT3TE91195	0	0	0	1	1
AT3TE91200	0	0	0	1	1
AT3TE91205	0	0	0	1	1
AT3TE91210	0	0	0	1	1
AT3TE91220	0	0	0	1	1
AT3TE91225	0	0	0	1	1
AT3TE91380	0	0	0	1	1
AT3TE91450	0	0	0	1	1
AT3TE91510	0	0	0	1	1
AT3TE91515	0	0	0	1	1
AT3TE91560	0	0	0	1	1
AT3TE91590	0	0	0	1	1
AT3TE91740	0	0	0	1	1
AT3TE91745	87.7311949959196	83.3324061571824	0.0759002919080029	0.879842894683586	1
AT3TE91750	0	0	0	1	1
AT3TE91780	15.2742532440593	0	2.29434778109105	0.999999999999997	1
AT3TE91790	0	0	0	1	1
AT3TE91810	0	0	0	1	1
AT3TE91815	0	0	0	1	1
AT3TE91820	0	0	0	1	1
AT3TE91825	0	0	0	1	1
AT3TE91830	0	0	0	1	1
AT3TE91835	50.0449110354137	0	2.29434778109753	1	1
AT3TE91840	39.5896774929052	47.0962630394486	-0.253756247753017	1	1
AT3TE91845	623.377373369905	324.855738741694	0.897864257191591	0.312120358801455	1
AT3TE91850	439.611746138953	282.501067627349	0.642928725774906	0.0672566173799178	1
AT3TE91855	373.075861394139	248.281774280516	0.565859953604458	0.491474582218833	1
AT3TE91865	63.8075706064377	99.3769917428222	-0.632428497173274	0.616604251053876	1
AT3TE91870	23.5549011079323	37.003738596962	-0.65437805356501	0.573039779499288	1
AT3TE91875	0	0	0	1	1
AT3TE91920	0	0	0	1	1
AT3TE91925	0	0	0	1	1
AT3TE91930	0	0	0	1	1
AT3TE91940	0	0	0	1	1
AT3TE91945	0	0	0	1	1
AT3TE91950	0	0	0	1	1
AT3TE91990	197.506629540942	248.336792281325	-0.325930512256579	0.376270737191075	1
AT3TE91995	0	0	0	1	1
AT3TE92000	0	0	0	1	1
AT3TE92005	0	0	0	1	1
AT3TE92010	56.9265019783498	60.3514411915819	-0.0626153686657443	1	1
AT3TE92015	0	0	0	1	1
AT3TE92020	151.566811517356	168.217713118372	-0.0568092732075811	1	1
AT3TE92025	0	0	0	1	1
AT3TE92030	0	82.8535230682217	-4.68161850191038	0.0344890345576119	1
AT3TE92035	0	0	0	1	1
AT3TE92070	0	0	0	1	1
AT3TE92210	1125.83656353384	1278.25917047308	-0.188140761760983	0.556733171102447	1
AT3TE92280	0	0	0	1	1
AT3TE92285	0	0	0	1	1
AT3TE92290	0	0	0	1	1
AT3TE92295	14.9916521693867	7.51674656327862	0.789215335919626	0.999999999999999	1
AT3TE92305	0	0	0	1	1
AT3TE92310	0	0	0	1	1
AT3TE92315	0	0	0	1	1
AT3TE92340	0	0	0	1	1
AT3TE92345	0	0	0	1	1
AT3TE92350	0	0	0	1	1
AT3TE92355	0	0	0	1	1
AT3TE92360	0	0	0	1	1
AT3TE92410	0	0	0	1	1
AT3TE92415	12.5391364233594	6.33521039200835	0.789098777302899	1	1
AT3TE92420	0	0	0	1	1
AT3TE92425	0	0	0	1	1
AT3TE92430	123.519384991516	301.964320070898	-1.22361529386555	0.351512351604197	1
AT3TE92470	0	0	0	1	1
AT3TE92475	0	0	0	1	1
AT3TE92520	284.144105070934	569.874274332286	-0.978881378649183	0.692890229361324	1
AT3TE92525	0	1.35768937141543	-2.35098261027483	1	1
AT3TE92550	0	200.200929708238	-4.4132618542298	0.078540146910242	1
AT3TE92720	8.83771495728025	0	2.29417294331519	1	1
AT3TE92725	0	0	0	1	1
AT3TE92730	0	0	0	1	1
AT3TE92735	0	0	0	1	1
AT3TE92780	0	0	0	1	1
AT3TE92785	0	0	0	1	1
AT3TE92795	623.944255869452	648.10207910698	-0.0633050253917468	0.937890194508663	1
AT3TE92800	0	0	0	1	1
AT3TE92805	0	0	0	1	1
AT3TE92810	1973.80065725178	2945.00011458183	-0.5631894634547	0.48497313191203	1
AT3TE92910	0	0	0	1	1
AT3TE92980	0	0	0	1	1
AT3TE93100	0	49.8422853684065	-2.35098261008348	0.999999999999997	1
AT3TE93140	0	0	0	1	1
AT3TE93145	0	0	0	1	1
AT3TE93310	2062.74393608583	1715.4601762901	0.261911871963259	0.695609836922225	1
AT3TE93590	0	0	0	1	1
AT3TE93620	0	0	0	1	1
AT3TE93625	0	0	0	1	1
AT3TE93630	0	0	0	1	1
AT3TE93690	68.1199152886995	0	2.29417294330337	0.999999999999996	1
AT3TE93740	577.397377208977	942.115183671242	-0.665641958609448	0.754910874526439	1
AT3TE94070	0	0	0	1	1
AT3TE94080	23.0967798072782	11.5806208867147	0.789215340443679	0.999999999999999	1
AT3TE94130	0	0	0	1	1
AT3TE94135	0	0	0	1	1
AT3TE94190	111.918619224653	0	2.29434778110401	1	1
AT3TE94195	0	0	0	1	1
AT3TE94200	0	0	0	1	1
AT3TE94210	0	0	0	1	1
AT3TE94215	0	0	0	1	1
AT3TE94220	0	3.14867034381604	-3.73545636493584	0.253986294075872	1
AT3TE94230	0	0	0	1	1
AT3TE94235	0	0	0	1	1
AT3TE94240	0	0	0	1	1
AT3TE94245	0	0	0	1	1
AT3TE94255	0	0	0	1	1
AT3TE94260	0	0	0	1	1
AT3TE94265	0	0	0	1	1
AT3TE94310	0	0	0	1	1
AT3TE94315	396.694692144485	119.340554202703	1.59184598791895	0.0998271847883207	1
AT3TE94380	0	0	0	1	1
AT3TE94440	0	0	0	1	1
AT3TE94445	0	0	0	1	1
AT3TE94450	537.672617021894	238.517812296682	1.15367013911821	0.156347750828859	1
AT3TE94580	3.15102332088861	0	3.1393372881422	0.502159313906121	1
AT3TE94585	0	0	0	1	1
AT3TE94640	0	39.4615497357152	-3.73283740688119	0.252789046682342	1
AT3TE94650	0	0	0	1	1
AT3TE94780	0	0	0	1	1
AT3TE94785	0	0	0	1	1
AT3TE94880	0	0	0	1	1
AT3TE94885	0	0	0	1	1
AT3TE94920	435.700935668493	358.673626742159	0.239163325707911	1	1
AT3TE95080	776.208286822141	998.894248353814	-0.367852871638877	0.727495176494837	1
AT3TE95170	0	0	0	1	1
AT3TE95175	0	0	0	1	1
AT3TE95180	0	0	0	1	1
AT3TE95250	287.13406772897	538.423328745841	-0.882054290731644	0.245622351372102	1
AT3TE95460	75.7834057586782	84.1088565591859	-0.0568092730767148	1	1
AT4TE00010	0	0	0	1	1
AT4TE00015	0	0	0	1	1
AT4TE00080	1543.55439825077	1966.13727443504	-0.351577793999572	0.594131633481665	1
AT4TE00085	0	0	0	1	1
AT4TE00090	0	19.3865457249116	-2.34990268512435	1	1
AT4TE00160	130.660181127552	250.994857485697	-0.931732857199782	0.0224133774297373	1
AT4TE00165	0	117.81054709754	-2.34990268500465	1	1
AT4TE00200	0	0	0	1	1
AT4TE00205	0	0	0	1	1
AT4TE00215	0	0	0	1	1
AT4TE00225	0	0	0	1	1
AT4TE00230	0	0	0	1	1
AT4TE00235	0	0	0	1	1
AT4TE00300	0	0	0	1	1
AT4TE00305	0	0	0	1	1
AT4TE00310	0	0	0	1	1
AT4TE00315	0	0	0	1	1
AT4TE00320	0	0	0	1	1
AT4TE00370	0	0	0	1	1
AT4TE00375	0	0	0	1	1
AT4TE00380	0	0	0	1	1
AT4TE00385	0	0	0	1	1
AT4TE00450	7.21746721511221	7.29303386794295	-0.0557300332133055	1	1
AT4TE00510	0	0	0	1	1
AT4TE00515	133.815740377302	146.276272276845	-0.0566342449626821	1	1
AT4TE00540	0	0	0	1	1
AT4TE00545	0	0	0	1	1
AT4TE00550	0	0	0	1	1
AT4TE00555	0	0	0	1	1
AT4TE00590	61.5552405735589	87.707580077589	-0.453579769253966	1	1
AT4TE00595	0	0	0	1	1
AT4TE00600	0	0	0	1	1
AT4TE00605	0	0	0	1	1
AT4TE00610	0	0	0	1	1
AT4TE00615	0	0	0	1	1
AT4TE00620	0	0	0	1	1
AT4TE00660	0	0	0	1	1
AT4TE00680	0	0	0	1	1
AT4TE00690	213.458680791951	146.397398670269	0.513664373511348	0.398109496262069	1
AT4TE00695	0	0	0	1	1
AT4TE00740	0	0	0	1	1
AT4TE00745	0	0	0	1	1
AT4TE00750	0	16.8639311396864	-2.35098260989212	0.999999999999997	1
AT4TE00800	0	0	0	1	1
AT4TE00810	0	0	0	1	1
AT4TE00815	0	0	0	1	1
AT4TE00850	0	0	0	1	1
AT4TE00940	149.695616313438	0	3.13896427663618	0.502157956583703	1
AT4TE00945	2308.22545932303	1781.67684708082	0.385637370841308	0.322577254173648	1
AT4TE00950	5.41382942599463	0	2.29434778111049	1	1
AT4TE00955	13.8637929219727	0	2.29434778111697	0.999999999999995	1
AT4TE00960	0	0	0	1	1
AT4TE00965	0	0	0	1	1
AT4TE00975	0	0	0	1	1
AT4TE01030	776.342832958902	952.039886455718	-0.305344600510225	0.589891181282191	1
AT4TE01100	21.8280994941698	0	2.29434778112345	0.999999999999998	1
AT4TE01130	0	0	0	1	1
AT4TE01410	0	0	0	1	1
AT4TE01415	0	0	0	1	1
AT4TE01420	872.942266488977	640.521596355877	0.423457992765099	0.37206857843011	1
AT4TE01550	0	0	0	1	1
AT4TE01555	0	0	0	1	1
AT4TE01580	0	0	0	1	1
AT4TE01620	0	0	0	1	1
AT4TE01625	0	0	0	1	1
AT4TE01630	0	0	0	1	1
AT4TE01635	0	0	0	1	1
AT4TE01640	6.26956821167968	0	2.29417294329155	0.999999999999991	1
AT4TE01645	0	0	0	1	1
AT4TE01650	130.968596965019	286.328022329144	-0.90840742149478	1	1
AT4TE01690	0	9.47705426018996	-2.35098260970076	0.999999999999998	1
AT4TE01695	0	0	0	1	1
AT4TE01700	0	0	0	1	1
AT4TE01705	990.832331692431	739.519691800482	0.400843343264462	0.469287901768796	1
AT4TE01750	25.473413700396	54.0120040916258	-0.982024405637361	0.690975095949277	1
AT4TE01820	0	0	0	1	1
AT4TE01825	0	0	0	1	1
AT4TE01880	0	0	0	1	1
AT4TE01900	0	0	0	1	1
AT4TE01930	0	0	0	1	1
AT4TE01935	0	0	0	1	1
AT4TE01940	0	0	0	1	1
AT4TE01950	0	0	0	1	1
AT4TE01955	0	0	0	1	1
AT4TE01960	0	0	0	1	1
AT4TE01965	0	0	0	1	1
AT4TE01975	0	0	0	1	1
AT4TE01985	3981.84109884351	5697.64763138875	-0.515584108037283	0.0108838050977445	1
AT4TE02100	290.28691873091	539.580585609315	-0.859844746442205	0.317607829638941	1
AT4TE02130	0	0	0	1	1
AT4TE02135	0	0	0	1	1
AT4TE02140	717.351977581455	674.938816497331	0.113366906547908	1	1
AT4TE02150	0	0	0	1	1
AT4TE02155	18.4837575021166	0	2.29417294327973	0.999999999999996	1
AT4TE02160	0	0	0	1	1
AT4TE02165	0	0	0	1	1
AT4TE02200	0	0	0	1	1
AT4TE02250	0	0	0	1	1
AT4TE02270	0	55.692258627928	-2.34990268488495	0.999999999999997	1
AT4TE02340	731.581701378364	1061.67356849895	-0.539768920901461	0.137267846394047	1
AT4TE02380	0	0	0	1	1
AT4TE02400	158.134616655808	165.284193881596	-0.0683716801783815	1	1
AT4TE02405	0	0	0	1	1
AT4TE02410	0	0	0	1	1
AT4TE02415	0	0	0	1	1
AT4TE02425	0	0	0	1	1
AT4TE02430	0	0	0	1	1
AT4TE02435	0	0	0	1	1
AT4TE02460	0	0	0	1	1
AT4TE02465	0	0	0	1	1
AT4TE02470	0	0	0	1	1
AT4TE02475	0	0	0	1	1
AT4TE02530	0	0	0	1	1
AT4TE02535	46.6327580102719	0	2.29434778112993	1	1
AT4TE02540	0	0	0	1	1
AT4TE02545	0	0	0	1	1
AT4TE02550	0	0	0	1	1
AT4TE02555	0	0	0	1	1
AT4TE02590	0	0	0	1	1
AT4TE02595	0	0	0	1	1
AT4TE02600	0	0	0	1	1
AT4TE02605	0	0	0	1	1
AT4TE02720	0	0	0	1	1
AT4TE02725	0	0	0	1	1
AT4TE02730	0	0	0	1	1
AT4TE02735	0	0	0	1	1
AT4TE02745	0	0	0	1	1
AT4TE02750	0	0	0	1	1
AT4TE02900	18.5971547874057	0	2.29417294326791	0.99999999999999	1
AT4TE02905	50.2431419394551	0	3.66814595243668	0.253793000286693	1
AT4TE02915	0	0	0	1	1
AT4TE02920	0	0	0	1	1
AT4TE02925	0	0	0	1	1
AT4TE02930	0	0	0	1	1
AT4TE02940	0	0	0	1	1
AT4TE02945	0	0	0	1	1
AT4TE02950	0	0	0	1	1
AT4TE02990	543.234343701424	694.857133719295	-0.348582389971684	0.485333280786848	1
AT4TE02995	11.5699856120119	56.059824900406	-2.10702348948161	0.0720785999383727	1
AT4TE03040	0	0	0	1	1
AT4TE03045	25.3313747216292	0	2.29434778113641	0.999999999999996	1
AT4TE03070	0	0	0	1	1
AT4TE03075	0	0	0	1	1
AT4TE03080	0	3.52685575651818	-2.34990268476525	1	1
AT4TE03085	0	0	0	1	1
AT4TE03090	0	0	0	1	1
AT4TE03095	0	0	0	1	1
AT4TE03100	0	0	0	1	1
AT4TE03105	0	0	0	1	1
AT4TE03110	0	0	0	1	1
AT4TE03140	0	0	0	1	1
AT4TE03145	0	0	0	1	1
AT4TE03150	0	0	0	1	1
AT4TE03160	0	0	0	1	1
AT4TE03165	0	0	0	1	1
AT4TE03175	0	60.2101029218124	-4.12100777896785	0.127662498617277	1
AT4TE03200	0	0	0	1	1
AT4TE03205	0	0	0	1	1
AT4TE03210	0	0	0	1	1
AT4TE03215	0	0	0	1	1
AT4TE03220	0	0	0	1	1
AT4TE03225	8.51498941108743	0	2.2941729432561	1	1
AT4TE03230	0	0	0	1	1
AT4TE03235	0	0	0	1	1
AT4TE03280	0	0	0	1	1
AT4TE03285	0	0	0	1	1
AT4TE03295	5.28803720002311	3.19625136473326	0.627864956664459	0.732719198670052	1
AT4TE03300	0	0	0	1	1
AT4TE03305	0	0	0	1	1
AT4TE03310	0	0	0	1	1
AT4TE03350	0	71.5820055822859	-2.3509826095094	1	1
AT4TE03355	0	0	0	1	1
AT4TE03360	0	0	0	1	1
AT4TE03365	0	0	0	1	1
AT4TE03370	0	0	0	1	1
AT4TE03375	0	0	0	1	1
AT4TE03380	0	0	0	1	1
AT4TE03410	4152.46436412306	4415.69013705168	-0.0872132673689385	0.680295665014035	1
AT4TE03415	182.629134711345	150.342238754198	0.239163340735285	1	1
AT4TE03420	0	0	0	1	1
AT4TE03425	0	0	0	1	1
AT4TE03430	17.2950510678755	6.36585480107367	1.31744122486161	0.627810551086126	1
AT4TE03440	138.993875362034	108.254099304685	0.380549079215438	0.786857239720323	1
AT4TE03460	516.405150163409	141.657021573366	1.80810178048173	0.119612142998256	1
AT4TE03520	0	0	0	1	1
AT4TE03525	0	0	0	1	1
AT4TE03530	0	0	0	1	1
AT4TE03560	0	0	0	1	1
AT4TE03565	0	0	0	1	1
AT4TE03570	0	0	0	1	1
AT4TE03590	0	0	0	1	1
AT4TE03595	0	0	0	1	1
AT4TE03600	0	0	0	1	1
AT4TE03640	8.79923434063027	0	2.29417294324428	0.999999999999996	1
AT4TE03670	0	0	0	1	1
AT4TE03730	0	0	0	1	1
AT4TE03735	0	0	0	1	1
AT4TE03740	0	0	0	1	1
AT4TE03780	0	0	0	1	1
AT4TE03785	0	0	0	1	1
AT4TE03790	0	0	0	1	1
AT4TE03800	0	0	0	1	1
AT4TE03805	0	0	0	1	1
AT4TE03810	0	0	0	1	1
AT4TE03815	0	0	0	1	1
AT4TE03900	177.44731492724	180.351976609059	-0.0130061344439959	1	1
AT4TE03905	344.922056202724	546.356293999312	-0.632011552075608	0.651988506641379	1
AT4TE03910	0	0	0	1	1
AT4TE03915	0	0	0	1	1
AT4TE03920	0	0	0	1	1
AT4TE03925	0	0	0	1	1
AT4TE03930	279.796548061631	92.8204310465466	1.3190179757231	0.628740453851666	1
AT4TE04080	0	0	0	1	1
AT4TE04085	0	0	0	1	1
AT4TE04090	82.0255382830626	60.0777546851328	0.465875907615958	0.999999999999999	1
AT4TE04095	0	0	0	1	1
AT4TE04105	0	0	0	1	1
AT4TE04200	0	0	0	1	1
AT4TE04220	11.1446184939233	24.7378989879959	-0.908597535460315	1	1
AT4TE04260	197.631015986426	36.3713974309993	2.25949049687074	0.129929533992937	1
AT4TE04265	0	0	0	1	1
AT4TE04275	0	0	0	1	1
AT4TE04280	0	0	0	1	1
AT4TE04360	0	0	0	1	1
AT4TE04410	0	0	0	1	1
AT4TE04415	75.4834519798253	73.866045535481	0.0426857010033023	1	1
AT4TE04425	0	0	0	1	1
AT4TE04430	0	0	0	1	1
AT4TE04435	0	0	0	1	1
AT4TE04440	0	0	0	1	1
AT4TE04470	155.976976826172	265.815338902325	-0.777336482764542	0.476943403891963	1
AT4TE04480	0	0	0	1	1
AT4TE04660	67.6431215094054	0	2.2943477811429	1	1
AT4TE04665	1575.10426257597	2084.17512367086	-0.400534378808358	0.370213369718041	1
AT4TE04670	0	0	0	1	1
AT4TE04675	0	0	0	1	1
AT4TE04680	0	0	0	1	1
AT4TE04685	0	0	0	1	1
AT4TE04690	0	0	0	1	1
AT4TE04695	0	0	0	1	1
AT4TE04710	0	0	0	1	1
AT4TE04715	0	0	0	1	1
AT4TE04725	0	0	0	1	1
AT4TE04780	0	0	0	1	1
AT4TE04850	0	0	0	1	1
AT4TE04860	0	0	0	1	1
AT4TE04890	613.695373802356	134.574170494697	2.0085483512088	0.225193867733037	1
AT4TE04895	0	0	0	1	1
AT4TE04900	0	0	0	1	1
AT4TE04905	0	0	0	1	1
AT4TE04910	0	0	0	1	1
AT4TE04915	0	0	0	1	1
AT4TE05010	0	0	0	1	1
AT4TE05015	0	0	0	1	1
AT4TE05020	0	0	0	1	1
AT4TE05025	0	0	0	1	1
AT4TE05100	0	0	0	1	1
AT4TE05105	0	0	0	1	1
AT4TE05110	0	0	0	1	1
AT4TE05115	0	0	0	1	1
AT4TE05140	0	0	0	1	1
AT4TE05150	0	0	0	1	1
AT4TE05155	0	0	0	1	1
AT4TE05160	0	0	0	1	1
AT4TE05165	0	0	0	1	1
AT4TE05175	0	0	0	1	1
AT4TE05180	0	0	0	1	1
AT4TE05185	0	0	0	1	1
AT4TE05190	0	0	0	1	1
AT4TE05200	0	13.4345360725265	-2.34990268464555	0.999999999999992	1
AT4TE05210	0	0	0	1	1
AT4TE05220	0	0	0	1	1
AT4TE05230	336.815136705236	0	3.66814596502629	0.25379284744357	1
AT4TE05235	15.7833950188613	0	2.29434778114938	1	1
AT4TE05240	110.230408376259	111.384517255856	-0.0614240249141555	1	1
AT4TE05245	455.964744989325	1655.21182853678	-1.75268590039878	0.186568812268539	1
AT4TE05250	0	0	0	1	1
AT4TE05255	42.0097320892487	9.26819356024087	2.00832643806655	0.223751403405822	1
AT4TE05310	288.698688604488	0	2.29417294323246	1	1
AT4TE05315	0	0	0	1	1
AT4TE05320	0	0	0	1	1
AT4TE05400	0	0	0	1	1
AT4TE05540	0	0	0	1	1
AT4TE05545	0	0	0	1	1
AT4TE05550	0	0	0	1	1
AT4TE05560	28.7486976895297	30.2467222913105	-0.062437771074305	1	1
AT4TE05565	0	0	0	1	1
AT4TE05570	0	0	0	1	1
AT4TE05575	0	0	0	1	1
AT4TE05580	0	0	0	1	1
AT4TE05585	0	0	0	1	1
AT4TE05590	0	0	0	1	1
AT4TE05595	0	0	0	1	1
AT4TE05600	0	0	0	1	1
AT4TE05810	0	24.4556824314255	-3.20045141006004	0.502151108498965	1
AT4TE05815	0	0	0	1	1
AT4TE05820	0	0	0	1	1
AT4TE05825	0	0	0	1	1
AT4TE05830	0	0	0	1	1
AT4TE05880	39.625310200616	13.3467286472159	1.31837285073688	0.628719366388569	1
AT4TE06050	55.9593096123263	122.34015499518	-0.908407406580877	0.999999999999998	1
AT4TE06055	0	0	0	1	1
AT4TE06060	0	0	0	1	1
AT4TE06080	0	0	0	1	1
AT4TE06120	0	0	0	1	1
AT4TE06125	0	0	0	1	1
AT4TE06130	0	0	0	1	1
AT4TE06135	0	0	0	1	1
AT4TE06140	0	0	0	1	1
AT4TE06145	0	0	0	1	1
AT4TE06200	0	0	0	1	1
AT4TE06210	0	0	0	1	1
AT4TE06260	1029.45952501264	910.761843337251	0.161890584124603	0.794382983634174	1
AT4TE06290	0	0	0	1	1
AT4TE06295	0	0	0	1	1
AT4TE06300	0	0	0	1	1
AT4TE06305	0	0	0	1	1
AT4TE06310	0	0	0	1	1
AT4TE06315	0	0	0	1	1
AT4TE06320	0	0	0	1	1
AT4TE06380	10.1297785475259	0	3.13896427854861	0.502157933938839	1
AT4TE06385	13.1247847704816	0	2.29434778115586	0.999999999999995	1
AT4TE06410	0	0	0	1	1
AT4TE06415	0	0	0	1	1
AT4TE06420	0	0	0	1	1
AT4TE06430	313.916905902256	297.268502690803	0.0958682005246408	1	1
AT4TE06435	0	0	0	1	1
AT4TE06460	220.251433478848	457.373624647687	-1.00880584904821	0.514532058529115	1
AT4TE06500	0	0	0	1	1
AT4TE06510	0	0	0	1	1
AT4TE06540	0	0	0	1	1
AT4TE06545	0	0	0	1	1
AT4TE06550	0	0	0	1	1
AT4TE06555	2.32811046042205	0	2.29434778116234	0.999999999999996	1
AT4TE06560	0	0	0	1	1
AT4TE06580	0	37.1751852195297	-3.2027676093246	0.502192791652253	1
AT4TE06585	0	0	0	1	1
AT4TE06595	0	0	0	1	1
AT4TE06600	0	0	0	1	1
AT4TE06640	0	0	0	1	1
AT4TE06645	0	0	0	1	1
AT4TE06650	0	0	0	1	1
AT4TE06655	0	0	0	1	1
AT4TE06660	0	0	0	1	1
AT4TE06665	0	0	0	1	1
AT4TE06670	0	0	0	1	1
AT4TE06675	0	0	0	1	1
AT4TE06680	1095.72726548067	934.942169577815	0.230224039033387	0.0484738621201642	1
AT4TE06685	0	0	0	1	1
AT4TE06710	0	0	0	1	1
AT4TE06830	0	0	0	1	1
AT4TE06835	0	0	0	1	1
AT4TE06840	0	0	0	1	1
AT4TE06845	0	0	0	1	1
AT4TE06860	0	0	0	1	1
AT4TE06865	0	0	0	1	1
AT4TE06870	0	0	0	1	1
AT4TE06875	0	0	0	1	1
AT4TE06880	10.6714714824334	16.058726214772	-0.534749685424833	0.779622005263844	1
AT4TE06910	37.8106045162787	35.0945219748377	0.09742069576424	1	1
AT4TE06950	30.0132300034369	49.9656573618926	-0.596747194647646	1	1
AT4TE06955	0	136.753797593691	-3.20159066982603	0.501869846788786	1
AT4TE06990	0	0	0	1	1
AT4TE07030	0	0	0	1	1
AT4TE07035	0	0	0	1	1
AT4TE07110	0	0	0	1	1
AT4TE07115	0	0	0	1	1
AT4TE07125	0	0	0	1	1
AT4TE07130	0	0	0	1	1
AT4TE07310	0	0	0	1	1
AT4TE07315	0	0	0	1	1
AT4TE07320	0	0	0	1	1
AT4TE07360	0	0	0	1	1
AT4TE07365	0	0	0	1	1
AT4TE07390	0	0	0	1	1
AT4TE07395	0	0	0	1	1
AT4TE07400	0	0	0	1	1
AT4TE07405	0	0	0	1	1
AT4TE07410	0	1.73447011581882	-2.34990268452585	1	1
AT4TE07415	0	0	0	1	1
AT4TE07420	0	0	0	1	1
AT4TE07425	0	0	0	1	1
AT4TE07430	0	0	0	1	1
AT4TE07435	0	0	0	1	1
AT4TE07440	0	0	0	1	1
AT4TE07530	0	0	0	1	1
AT4TE07535	0	0	0	1	1
AT4TE07540	0	0	0	1	1
AT4TE07560	0	0	0	1	1
AT4TE07565	0	0	0	1	1
AT4TE07570	9.94430380832939	16.3054326124432	-0.596255004902831	0.999999999999999	1
AT4TE07710	0	0	0	1	1
AT4TE07715	0	0	0	1	1
AT4TE07740	0	0	0	1	1
AT4TE07800	0	0	0	1	1
AT4TE07840	15.8884220000652	0	3.13915052765106	0.501872576316366	1
AT4TE07970	0	0	0	1	1
AT4TE07975	0	0	0	1	1
AT4TE07980	0	0	0	1	1
AT4TE07985	0	0	0	1	1
AT4TE07990	0	0	0	1	1
AT4TE07995	0	0	0	1	1
AT4TE08005	0	0	0	1	1
AT4TE08070	0	0	0	1	1
AT4TE08110	0	0	0	1	1
AT4TE08115	0	0	0	1	1
AT4TE08120	0	0	0	1	1
AT4TE08125	0	0	0	1	1
AT4TE08130	0	0	0	1	1
AT4TE08135	0	0	0	1	1
AT4TE08140	0	0	0	1	1
AT4TE08145	0	0	0	1	1
AT4TE08200	8.98616650708889	0	2.29434778116882	0.999999999999999	1
AT4TE08205	0	0	0	1	1
AT4TE08210	129.973988338278	146.071221039777	-0.165235339296987	0.713767306277118	1
AT4TE08215	0	0	0	1	1
AT4TE08220	0	0	0	1	1
AT4TE08225	0	0	0	1	1
AT4TE08230	0	0	0	1	1
AT4TE08235	0	0	0	1	1
AT4TE08240	0	0	0	1	1
AT4TE08245	0	0	0	1	1
AT4TE08250	0	0	0	1	1
AT4TE08260	0	0	0	1	1
AT4TE08265	0	0	0	1	1
AT4TE08310	0	0	0	1	1
AT4TE08315	0	0	0	1	1
AT4TE08320	0	0	0	1	1
AT4TE08340	0	0	0	1	1
AT4TE08345	0	0	0	1	1
AT4TE08350	0	0	0	1	1
AT4TE08355	0	0	0	1	1
AT4TE08360	0	0	0	1	1
AT4TE08365	0	0	0	1	1
AT4TE08370	0	0	0	1	1
AT4TE08375	0	0	0	1	1
AT4TE08380	0	0	0	1	1
AT4TE08385	0	0	0	1	1
AT4TE08390	0	0	0	1	1
AT4TE08395	0	0	0	1	1
AT4TE08400	0	0	0	1	1
AT4TE08405	0	0	0	1	1
AT4TE08410	0	0	0	1	1
AT4TE08415	0	0	0	1	1
AT4TE08420	0	0	0	1	1
AT4TE08430	0	0	0	1	1
AT4TE08435	0	0	0	1	1
AT4TE08440	0	0	0	1	1
AT4TE08445	0	0	0	1	1
AT4TE08450	0	0	0	1	1
AT4TE08455	0	0	0	1	1
AT4TE08460	0	0	0	1	1
AT4TE08465	0	0	0	1	1
AT4TE08470	0	0	0	1	1
AT4TE08475	0	0	0	1	1
AT4TE08720	0	0	0	1	1
AT4TE08725	0	0	0	1	1
AT4TE08730	0	0	0	1	1
AT4TE08735	0	0	0	1	1
AT4TE08740	0	0	0	1	1
AT4TE08745	0	0	0	1	1
AT4TE08750	0	0	0	1	1
AT4TE08755	0	0	0	1	1
AT4TE08760	0	0	0	1	1
AT4TE08765	0	0	0	1	1
AT4TE08770	0	0	0	1	1
AT4TE08775	0	0	0	1	1
AT4TE08780	0	0	0	1	1
AT4TE08785	0	0	0	1	1
AT4TE08790	0	0	0	1	1
AT4TE08795	0	0	0	1	1
AT4TE08800	0	28.3911752098518	-2.35098260931805	0.999999999999998	1
AT4TE08810	0	59.4771694084668	-2.34990268440615	0.999999999999995	1
