root	leaf	logFC_root_leaf	PValue_root_leaf	FDR_root_leaf
AT1TE91070	341.439192723188	382.754247461342	-0.147034741161889	0.778536153675467	1
AT1TE91140	0	0	0	1	1
AT1TE91145	0	0	0	1	1
AT1TE91150	0	0	0	1	1
AT1TE91155	0	0	0	1	1
AT1TE91165	0	0	0	1	1
AT1TE91220	0	0	0	1	1
AT1TE91360	2821.74724539495	2347.32961289548	0.279535962915464	0.712654522268375	1
AT1TE91365	3303.57848231982	2885.8856063191	0.191687358463684	0.32445622165151	1
AT1TE91400	0	0	0	1	1
AT1TE91440	1576.49638900775	2205.84205533515	-0.487947523883284	0.0167193986922287	1
AT1TE91460	0	0	0	1	1
AT1TE91520	0	0	0	1	1
AT1TE91610	0	0	0	1	1
AT1TE91730	0	0	0	1	1
AT1TE91735	0	0	0	1	1
AT1TE91740	0	0	0	1	1
AT1TE91745	0	0	0	1	1
AT1TE91750	0	0	0	1	1
AT1TE91790	0	0	0	1	1
AT1TE91795	0	0	0	1	1
AT1TE91805	0	0	0	1	1
AT1TE91810	0	0	0	1	1
AT1TE91970	0	0	0	1	1
AT1TE92150	0	0	0	1	1
AT1TE92155	0	0	0	1	1
AT1TE92160	0	0	0	1	1
AT1TE92165	2.59088566696336	0	2.29417294450886	0.999999999999995	1
AT1TE92170	1587.84911459739	1627.26929436993	-0.0255903857080954	1	1
AT1TE92230	414.700738446116	255.894234159072	0.688078447121472	0.372588986083398	1
AT1TE92240	0	45.1591176156703	-3.2027678397698	0.502193210714316	1
AT1TE92320	58.2949275066755	117.81054709754	-0.906288633341419	1	1
AT1TE92410	0	0	0	1	1
AT1TE92540	0	0	0	1	1
AT1TE92640	0	0	0	1	1
AT1TE92645	0	0	0	1	1
AT1TE92650	0	0	0	1	1
AT1TE92655	0	0	0	1	1
AT1TE92660	0	0	0	1	1
AT1TE92665	0	0	0	1	1
AT1TE92700	0	0	0	1	1
AT1TE92705	0	0	0	1	1
AT1TE92720	0	0	0	1	1
AT1TE92725	0	0	0	1	1
AT1TE92750	0	0	0	1	1
AT1TE92810	0	0	0	1	1
AT1TE92820	368.125975235837	497.529564085561	-0.435344474789562	0.557177955722795	1
AT1TE92860	0	0	0	1	1
AT1TE92890	0	0	0	1	1
AT1TE92900	0	0	0	1	1
AT1TE92905	0	0	0	1	1
AT1TE92970	11.6032498724899	53.1012782214649	-2.10080724567718	0.0754615402055761	1
AT1TE93240	95.6387328847144	62.8292129707085	0.595974533157223	0.342841097154538	1
AT1TE93245	42.5721133033106	110.926349814237	-1.28668259982193	0.458554597257268	1
AT1TE93270	0	0	0	1	1
AT1TE93275	0	0	0	1	1
AT1TE93285	0	0	0	1	1
AT1TE93290	0	0	0	1	1
AT1TE93295	0	0	0	1	1
AT1TE93300	0	0	0	1	1
AT1TE93305	410.368270490393	672.870852473487	-0.596255336263759	1	1
AT1TE93315	0	0	0	1	1
AT1TE93320	0	0	0	1	1
AT1TE93325	0	0	0	1	1
AT1TE93400	1502.62028965007	870.380688824081	0.773699839837683	0.521843023634115	1
AT1TE93405	7.89169750943063	0	2.29434778043005	1	1
AT1TE93410	0	0	0	1	1
AT1TE93420	0	0	0	1	1
AT1TE93500	0	0	0	1	1
AT1TE93505	0	0	0	1	1
AT1TE93510	0	0	0	1	1
AT1TE93515	0	0	0	1	1
AT1TE93520	0	0	0	1	1
AT1TE93850	0	0	0	1	1
AT1TE93910	0	0	0	1	1
AT1TE93915	8.30503076807432	0	3.13896425177012	0.50215825102115	1
AT1TE93920	0	0	0	1	1
AT1TE94070	0	0	0	1	1
AT1TE94190	70.5903194255614	143.665682541189	-0.99001155892968	0.103599054476803	1
AT1TE94195	0	224.290284157829	-2.35098262558394	0.999999999999999	1
AT1TE94200	147.159214866936	116.274150462695	0.32839824300573	0.536837558381074	1
AT1TE94210	0	0	0	1	1
AT1TE94220	139.476221318717	111.384517255856	0.294615388868823	0.906000951787579	1
AT1TE94225	0	0	0	1	1
AT1TE94230	0	0	0	1	1
AT1TE94235	0	0	0	1	1
AT1TE94270	39.7986857265477	43.8352346888265	-0.0635286139183901	1	1
AT1TE94275	276.982863314309	0	3.66838838152496	0.252813021353154	1
AT1TE94280	360.534749694857	219.569214357091	0.683162207983077	0.411678692725221	1
AT1TE94285	227.362575588458	244.493871460636	-0.109016848435496	0.829150951898024	1
AT1TE94290	93.8402364829944	270.479504876258	-1.50513098596923	0.0764289510308878	1
AT1TE94300	0	0	0	1	1
AT1TE94305	0	0	0	1	1
AT1TE94320	2134.72759673218	1639.23230789525	0.374110198515983	0.397131280549782	1
AT1TE94340	0	0	0	1	1
AT1TE94380	15.9754215038057	0	3.13896425368319	0.502158228368542	1
AT1TE94400	0	0	0	1	1
AT1TE94405	4.48091090960403	0	2.29417294449704	0.999999999999999	1
AT1TE94410	0	0	0	1	1
AT1TE94415	1990.60505069356	1268.89796154559	0.653934497399173	0.0525606276901447	1
AT1TE94490	0	0	0	1	1
AT1TE94495	0	0	0	1	1
AT1TE94500	161.735180319856	166.134586813953	-0.0653862841096164	1	1
AT1TE94570	0	0	0	1	1
AT1TE94620	0	0	0	1	1
AT1TE94625	0	0	0	1	1
AT1TE94640	197.409671005488	404.958485670172	-1.03009423527697	0.00761342422750346	1
AT1TE94730	0	0	0	1	1
AT1TE94760	20.276496524061	20.4887907995722	-0.0557300354150179	1	1
AT1TE94830	0	0	0	1	1
AT1TE94900	0	0	0	1	1
AT1TE94960	0	0	0	1	1
AT1TE95060	71.9332687177769	37.6975277824251	0.890128427179143	0.400263431123848	1
AT1TE95100	0	0	0	1	1
AT1TE95105	0	0	0	1	1
AT1TE95230	711.973198212634	812.518906831985	-0.176492662857143	0.731609380619812	1
AT1TE95250	28.2363488869536	89.8328692593662	-1.43949077500452	0.627825552005461	1
AT1TE95255	0	0	0	1	1
AT1TE95260	0	0	0	1	1
AT1TE95290	233.179710026702	0	2.29417294448522	0.999999999999999	1
AT1TE95295	20.0088200022913	21.7097970489082	-0.0685612757790729	1	1
AT1TE95300	0	0	0	1	1
AT1TE95440	0	0	0	1	1
AT1TE95445	0	0	0	1	1
AT1TE95450	0	0	0	1	1
AT1TE95455	0	0	0	1	1
AT1TE95460	0	0	0	1	1
AT1TE95530	146.007408528345	109.395508019144	0.323658119930243	0.999999999999999	1
AT1TE95550	7435.14458497266	10172.7583814436	-0.446021722369549	0.0611384528790557	1
AT1TE95555	227.668258100313	116.023139037563	0.904545996672162	0.253028792774383	1
AT1TE95620	37.1943095748114	0	2.2941729444734	1	1
AT1TE95670	0	0	0	1	1
AT1TE95675	95.1925385878509	22.1253992664491	1.97739538931027	0.126310664957967	1
AT1TE95680	0	0	0	1	1
AT1TE95740	0	0	0	1	1
AT1TE95780	628.650184515665	873.334889246612	-0.478944249387282	0.279808488978936	1
AT1TE95810	0	0	0	1	1
AT1TE95890	0	0	0	1	1
AT1TE95895	0	0	0	1	1
AT1TE95900	0	0	0	1	1
AT1TE95910	44.1784023255208	0	3.6687944523983	0.253807086170129	1
AT1TE95915	0	5.72002656309251	-2.3499026969743	1	1
AT1TE95920	0	0	0	1	1
AT1TE95925	0	0	0	1	1
AT1TE95930	12.9567301357902	0	3.13915052747206	0.50187230066847	1
AT1TE95980	144.86927365714	257.753913119079	-0.815223945406551	0.0495931532620609	1
AT1TE95985	0	0	0	1	1
AT1TE95990	0	0	0	1	1
AT1TE96020	465.507823341235	263.456038096975	0.8289730423926	0.184847886968178	1
AT1TE96025	0	0	0	1	1
AT1TE96050	0	0	0	1	1
AT1TE96055	0	0	0	1	1
AT1TE96060	0	0	0	1	1
AT1TE96100	0	0	0	1	1
AT1TE96320	0	0	0	1	1
AT1TE96390	69.8445595741009	152.24777436458	-1.0629119807861	0.374019450112855	1
AT1TE96400	0	0	0	1	1
AT1TE96405	0	15.8603218946816	-4.1220988376153	0.128084447956147	1
AT1TE96410	0	0	0	1	1
AT1TE96415	0	224.290284157829	-2.35098262539257	1	1
AT1TE96425	0	0	0	1	1
AT1TE96430	0	0	0	1	1
AT1TE96435	0	0	0	1	1
AT1TE96460	0	0	0	1	1
AT1TE96570	0	0	0	1	1
AT1TE96575	0	9.15717256961447	-2.3499026968546	1	1
AT1TE96580	0	21.3454649793452	-2.34990269673491	1	1
AT1TE96750	45.2482182889194	35.2806792246822	0.321862310887305	1	1
AT1TE96780	469.930635309621	443.195598916722	0.0936025750828743	0.843926375114046	1
AT1TE96830	0	0	0	1	1
AT1TE96850	0	0	0	1	1
AT1TE96855	0	0	0	1	1
AT1TE96860	0	0	0	1	1
AT1TE96960	0	0	0	1	1
AT1TE97160	0	0	0	1	1
AT1TE97190	0	0	0	1	1
AT1TE97350	0	0	0	1	1
AT1TE97380	17.6754299145605	9.8086130098176	0.787942962318657	1	1
AT1TE97385	0	0	0	1	1
AT1TE97390	0	7.42683060125262	-2.3509826252012	1	1
AT1TE97395	10502.0779097234	11115.4330050403	-0.0716953644721442	0.921520216455207	1
AT1TE97410	24.7209801500237	0	2.29434778043653	1	1
AT1TE97500	0	0	0	1	1
AT1TE97600	96.1800633961858	0	3.13933731638729	0.502159643235566	1
AT1TE97605	61.7921486513661	53.8066198808563	0.169464220584024	0.845528510904411	1
AT1TE97710	0	0	0	1	1
AT1TE97720	0	0	0	1	1
AT1TE97790	0	0	0	1	1
AT1TE98060	0	0	0	1	1
AT1TE98065	0	0	0	1	1
AT1TE98070	0	0	0	1	1
AT1TE98075	0	0	0	1	1
AT1TE98090	77.8229077582812	85.7160321622277	-0.0635286117742342	1	1
AT1TE98095	0	51.3641872117166	-3.20276782330579	0.502193180774604	1
AT1TE98100	2410.2644233433	3335.28656608108	-0.476437195220368	0.521881864326419	1
AT1TE98120	0	0	0	1	1
AT1TE98130	2953.70126229609	3485.03656887193	-0.234760128771161	0.159658236787956	1
AT1TE98340	0	8.35864413010543	-2.35098262500983	1	1
AT1TE98440	2376.65666048972	2351.95181078173	0.0143942694733017	0.942727409565133	1
AT1TE98640	0	0	0	1	1
AT1TE98645	0	0	0	1	1
AT1TE98650	201.858294858355	310.243967586963	-0.587417625335942	0.734787284729143	1
AT1TE98655	38039.1159724001	33128.8710190249	0.201004180093247	0.414672558043959	1
AT1TE98665	1703.73010496516	1395.15880878467	0.276033643539659	0.617906391524507	1
AT1TE98800	0	0	0	1	1
AT1TE98880	0	0	0	1	1
AT1TE98890	0	0	0	1	1
AT1TE98895	0	0	0	1	1
AT1TE98900	0	0	0	1	1
AT1TE98905	0	0	0	1	1
AT1TE98910	0	0	0	1	1
AT1TE98915	0	0	0	1	1
AT1TE98920	0	0	0	1	1
AT1TE98925	0	0	0	1	1
AT1TE98930	0	0	0	1	1
AT1TE98935	0	0	0	1	1
AT1TE99300	1242.99268703092	1065.13234906332	0.224776423671029	0.377781422694353	1
AT1TE99340	0	0	0	1	1
AT1TE99345	297.815489297262	0	5.78942672786673	0.0451965652312162	1
AT1TE99370	177.484164842179	202.07594731047	-0.182121103482533	1	1
AT1TE99450	0	0	0	1	1
AT2TE00010	0	0	0	1	1
AT2TE00015	0	0	0	1	1
AT2TE00020	0	0	0	1	1
AT2TE00025	0	0	0	1	1
AT2TE00030	0	0	0	1	1
AT2TE00035	0	0	0	1	1
AT2TE00040	0	0	0	1	1
AT2TE00045	0	0	0	1	1
AT2TE00070	0	0	0	1	1
AT2TE00075	0	0	0	1	1
AT2TE00080	0	0	0	1	1
AT2TE00085	0	0	0	1	1
AT2TE00090	0	0	0	1	1
AT2TE00095	12.1433127560545	23.3229860255448	-0.929834619419629	0.135422768053155	1
AT2TE00100	0	0	0	1	1
AT2TE00110	0	0	0	1	1
AT2TE00115	0	0	0	1	1
AT2TE00120	0	0	0	1	1
AT2TE00130	0	0	0	1	1
AT2TE00135	0	0	0	1	1
AT2TE00140	0	0	0	1	1
AT2TE00145	0	0	0	1	1
AT2TE00150	0	0	0	1	1
AT2TE00155	0	0	0	1	1
AT2TE00350	0	0	0	1	1
AT2TE00355	0	0	0	1	1
AT2TE00360	0	0	0	1	1
AT2TE00420	0	0	0	1	1
AT2TE00425	0	0	0	1	1
AT2TE00430	0	0	0	1	1
AT2TE00435	0	0	0	1	1
AT2TE00440	0	0	0	1	1
AT2TE00445	0	0	0	1	1
AT2TE00450	0	0	0	1	1
AT2TE00480	0	0	0	1	1
AT2TE00500	334.362863008065	133.221534003686	1.2767531361959	0.276116824953324	1
AT2TE00505	74.162940450071	0	2.29434778044301	1	1
AT2TE00530	65.1689433692191	27.4676431064251	1.15766291245762	0.458610616534516	1
AT2TE00535	0	0	0	1	1
AT2TE00540	0	0	0	1	1
AT2TE00660	0	0	0	1	1
AT2TE00670	0	0	0	1	1
AT2TE00710	0	0	0	1	1
AT2TE00730	0	0	0	1	1
AT2TE00735	0	0	0	1	1
AT2TE00790	0	0	0	1	1
AT2TE00795	0	0	0	1	1
AT2TE00850	0	0	0	1	1
AT2TE00900	0	0	0	1	1
AT2TE00960	0	0	0	1	1
AT2TE00965	11.6366074101617	35.2753269620273	-1.43723586956387	0.628705862293356	1
AT2TE00970	0	66.9523800719112	-3.2015906604753	0.501869468411981	1
AT2TE00975	433.048032906732	480.622037481062	-0.0683234771326305	1	1
AT2TE00980	0	0	0	1	1
AT2TE00985	5.58577500667504	11.1182367496771	-0.906101839141544	0.999999999999999	1
AT2TE00990	0	0	0	1	1
AT2TE00995	151.202120741855	76.1012229698395	0.854211290057353	0.691423153766743	1
AT2TE01000	132.029296492999	127.249145207417	0.0563170721582621	0.878273076986717	1
AT2TE01010	0	0	0	1	1
AT2TE01015	0	0	0	1	1
AT2TE01020	0	0	0	1	1
AT2TE01025	80.993737596788	0	2.29434778044949	0.999999999999996	1
AT2TE01030	0	0	0	1	1
AT2TE01035	609.595952881747	611.693132268985	-0.00912695489234682	1	1
AT2TE01060	23.3754078127439	0	3.66879443911062	0.253806927317993	1
AT2TE01065	0	0	0	1	1
AT2TE01075	0	0	0	1	1
AT2TE01080	83.654781578827	134.594951880013	-0.624424315843047	0.758558613615914	1
AT2TE01085	0	0	0	1	1
AT2TE01120	0	0	0	1	1
AT2TE01125	0	0	0	1	1
AT2TE01130	0	0	0	1	1
AT2TE01150	0	0	0	1	1
AT2TE01155	0	0	0	1	1
AT2TE01165	0	0	0	1	1
AT2TE01170	0	0	0	1	1
AT2TE01175	0	0	0	1	1
AT2TE01180	0	0	0	1	1
AT2TE01185	0	0	0	1	1
AT2TE01195	84.6336526793722	87.8750251059214	-0.0644659700621412	1	1
AT2TE01200	41.8115342116845	0	2.29417294446158	1	1
AT2TE01205	0	0	0	1	1
AT2TE01210	0	0	0	1	1
AT2TE01215	0	0	0	1	1
AT2TE01220	0	0	0	1	1
AT2TE01225	0	0	0	1	1
AT2TE01230	0	0	0	1	1
AT2TE01260	0	0	0	1	1
AT2TE01265	0	0	0	1	1
AT2TE01270	0	0	0	1	1
AT2TE01275	0	0	0	1	1
AT2TE01310	0	0	0	1	1
AT2TE01315	0	0	0	1	1
AT2TE01350	0	0	0	1	1
AT2TE01410	0	0	0	1	1
AT2TE01420	0	0	0	1	1
AT2TE01450	0	0	0	1	1
AT2TE01460	28.2175439215939	0	3.13915052748325	0.501872317893659	1
AT2TE01465	0	0	0	1	1
AT2TE01480	0	0	0	1	1
AT2TE01500	0	0	0	1	1
AT2TE01530	0	0	0	1	1
AT2TE01535	0	0	0	1	1
AT2TE01540	0	0	0	1	1
AT2TE01550	0	0	0	1	1
AT2TE01555	0	0	0	1	1
AT2TE01560	0	0	0	1	1
AT2TE01570	0	0	0	1	1
AT2TE01590	8.26244839913542	0	2.29434778045597	1	1
AT2TE01595	1467.42160345484	1632.29895051997	-0.146669063750051	0.999999999999999	1
AT2TE01620	0	0	0	1	1
AT2TE01630	106.666164337752	70.6844917160375	0.589589633056117	0.0784665848728911	1
AT2TE01635	622.268799679531	664.554457178923	-0.0743840130966692	1	1
AT2TE01640	4591.10885393497	5355.35250831586	-0.211769025484194	0.691966594334627	1
AT2TE01650	0	0	0	1	1
AT2TE01655	0	0	0	1	1
AT2TE01660	0	0	0	1	1
AT2TE01665	0	0	0	1	1
AT2TE01670	0	0	0	1	1
AT2TE01675	0	0	0	1	1
AT2TE01680	0	0	0	1	1
AT2TE01730	17.7790981252031	37.6975277824251	-0.9074120975075	0.999999999999996	1
AT2TE01760	0	0	0	1	1
AT2TE01765	0	0	0	1	1
AT2TE01770	0	0	0	1	1
AT2TE01790	0	0	0	1	1
AT2TE01850	0	0	0	1	1
AT2TE01870	0	0	0	1	1
AT2TE01890	0	0	0	1	1
AT2TE01895	0	0	0	1	1
AT2TE01900	0	0	0	1	1
AT2TE01905	0	0	0	1	1
AT2TE01910	0	0	0	1	1
AT2TE01970	181.84145028809	153.078675635426	0.228362895629707	0.737136337636113	1
AT2TE02080	0	0	0	1	1
AT2TE02150	0	0	0	1	1
AT2TE02155	0	0	0	1	1
AT2TE02160	1.50103304300427	0	2.29417294444977	0.999999999999996	1
AT2TE02190	0	0	0	1	1
AT2TE02195	0	0	0	1	1
AT2TE02200	0	0	0	1	1
AT2TE02205	0	0	0	1	1
AT2TE02210	0	0	0	1	1
AT2TE02215	0	0	0	1	1
AT2TE02220	0	0	0	1	1
AT2TE02225	0	0	0	1	1
AT2TE02280	0	0	0	1	1
AT2TE02290	0	0	0	1	1
AT2TE02295	0	0	0	1	1
AT2TE02330	0	0	0	1	1
AT2TE02335	0	0	0	1	1
AT2TE02340	0	0	0	1	1
AT2TE02345	0	0	0	1	1
AT2TE02350	0	0	0	1	1
AT2TE02355	0	0	0	1	1
AT2TE02360	0	0	0	1	1
AT2TE02390	11516.7797984545	11524.3532547721	-0.00246414159619135	1	1
AT2TE02420	0	0	0	1	1
AT2TE02425	0	0	0	1	1
AT2TE02430	0	0	0	1	1
AT2TE02460	0	0	0	1	1
AT2TE02465	0	0	0	1	1
AT2TE02470	0	0	0	1	1
AT2TE02475	0	0	0	1	1
AT2TE02500	166.661560091773	103.721341108629	0.626372003894071	0.730183840922293	1
AT2TE02530	0	0	0	1	1
AT2TE02540	0	0	0	1	1
AT2TE02545	0	0	0	1	1
AT2TE02550	0	0	0	1	1
AT2TE02555	0	0	0	1	1
AT2TE02590	0	0	0	1	1
AT2TE02595	0	0	0	1	1
AT2TE02600	0	0	0	1	1
AT2TE02650	0	0	0	1	1
AT2TE02655	0	0	0	1	1
AT2TE02660	0	0	0	1	1
AT2TE02665	0	0	0	1	1
AT2TE02680	0	0	0	1	1
AT2TE02710	0	0	0	1	1
AT2TE02715	0	0	0	1	1
AT2TE02720	0	0	0	1	1
AT2TE02725	0	0	0	1	1
AT2TE02730	0	0	0	1	1
AT2TE02735	0	0	0	1	1
AT2TE02740	0	0	0	1	1
AT2TE02745	0	0	0	1	1
AT2TE02750	0	0	0	1	1
AT2TE02800	360.87336075561	313.241357419961	0.231691702754566	1	1
AT2TE02805	0	0	0	1	1
AT2TE02810	0	0	0	1	1
AT2TE02815	0	0	0	1	1
AT2TE02820	0	0	0	1	1
AT2TE02825	0	0	0	1	1
AT2TE02830	0	0	0	1	1
AT2TE02850	1432.54530755792	1347.93891672231	0.109951823650358	1	1
AT2TE02855	0	132.321388503661	-3.73383313131773	0.252838796341424	1
AT2TE02860	0	0	0	1	1
AT2TE02865	0	0	0	1	1
AT2TE02875	80.9152087288089	0	3.13915052749443	0.501872335119223	1
AT2TE02880	129.65155304074	472.939894834652	-1.75742360480517	0.173988197416581	1
AT2TE02910	0	0	0	1	1
AT2TE02920	0	0	0	1	1
AT2TE02925	0	0	0	1	1
AT2TE02930	0	0	0	1	1
AT2TE02950	0	0	0	1	1
AT2TE02955	0	0	0	1	1
AT2TE03040	0	0	0	1	1
AT2TE03050	0	0	0	1	1
AT2TE03055	0	0	0	1	1
AT2TE03060	0	0	0	1	1
AT2TE03065	0	0	0	1	1
AT2TE03075	0	0	0	1	1
AT2TE03080	0	0	0	1	1
AT2TE03085	0	0	0	1	1
AT2TE03090	0	0	0	1	1
AT2TE03095	0	0	0	1	1
AT2TE03100	0	0	0	1	1
AT2TE03105	0	0	0	1	1
AT2TE03110	0	0	0	1	1
AT2TE03120	0	0	0	1	1
AT2TE03125	0	0	0	1	1
AT2TE03130	0	0	0	1	1
AT2TE03135	0	0	0	1	1
AT2TE03140	0	0	0	1	1
AT2TE03145	0	0	0	1	1
AT2TE03160	0	0	0	1	1
AT2TE03165	0	0	0	1	1
AT2TE03170	0	0	0	1	1
AT2TE03200	0	0	0	1	1
AT2TE03205	0	0	0	1	1
AT2TE03210	0	0	0	1	1
AT2TE03215	0	0	0	1	1
AT2TE03220	0	0	0	1	1
AT2TE03240	0	0	0	1	1
AT2TE03245	0	0	0	1	1
AT2TE03250	0	0	0	1	1
AT2TE03270	0	0	0	1	1
AT2TE03275	0	0	0	1	1
AT2TE03285	0	0	0	1	1
AT2TE03290	0	0	0	1	1
AT2TE03295	0	0	0	1	1
AT2TE03300	0	0	0	1	1
AT2TE03330	703.110345336323	1035.18592688229	-0.456168591888549	1	1
AT2TE03335	0	0	0	1	1
AT2TE03340	0	0	0	1	1
AT2TE03370	0	0	0	1	1
AT2TE03375	0	0	0	1	1
AT2TE03450	27.3578846993595	0	2.29434778046245	0.999999999999996	1
AT2TE03455	0	0	0	1	1
AT2TE03460	0	0	0	1	1
AT2TE03465	0	0	0	1	1
AT2TE03470	0	0	0	1	1
AT2TE03480	0	0	0	1	1
AT2TE03485	0	0	0	1	1
AT2TE03490	0	0	0	1	1
AT2TE03495	0	0	0	1	1
AT2TE03500	0	0	0	1	1
AT2TE03505	0	0	0	1	1
AT2TE03520	0	0	0	1	1
AT2TE03560	0	0	0	1	1
AT2TE03565	0	0	0	1	1
AT2TE03575	0	0	0	1	1
AT2TE03580	0	0	0	1	1
AT2TE03610	0	0	0	1	1
AT2TE03620	0	0	0	1	1
AT2TE03625	0	0	0	1	1
AT2TE03630	0	0	0	1	1
AT2TE03635	0	0	0	1	1
AT2TE03640	0	0	0	1	1
AT2TE03645	0	0	0	1	1
AT2TE03650	0	0	0	1	1
AT2TE03720	0	0	0	1	1
AT2TE03750	0	0	0	1	1
AT2TE03810	0	0	0	1	1
AT2TE03815	0	0	0	1	1
AT2TE03870	0	0	0	1	1
AT2TE03875	0	0	0	1	1
AT2TE03880	0	0	0	1	1
AT2TE03910	0	0	0	1	1
AT2TE03915	0	0	0	1	1
AT2TE03920	0	0	0	1	1
AT2TE03950	0	0	0	1	1
AT2TE03955	0	0	0	1	1
AT2TE03960	0	0	0	1	1
AT2TE03965	0	0	0	1	1
AT2TE03970	0	0	0	1	1
AT2TE03975	0	0	0	1	1
AT2TE04000	0	0	0	1	1
AT2TE04005	0	0	0	1	1
AT2TE04010	0	0	0	1	1
AT2TE04015	0	0	0	1	1
AT2TE04020	0	0	0	1	1
AT2TE04025	0	0	0	1	1
AT2TE04030	0	0	0	1	1
AT2TE04060	0	0	0	1	1
AT2TE04065	0	0	0	1	1
AT2TE04080	0	0	0	1	1
AT2TE04085	0	0	0	1	1
AT2TE04090	6.4726856544226	0	2.29434778046893	1	1
AT2TE04095	0	0	0	1	1
AT2TE04110	0	0	0	1	1
AT2TE04115	0	0	0	1	1
AT2TE04125	0	0	0	1	1
AT2TE04130	0	0	0	1	1
AT2TE04135	0	0	0	1	1
AT2TE04140	0	0	0	1	1
AT2TE04145	0	0	0	1	1
AT2TE04150	0	0	0	1	1
AT2TE04155	0	0	0	1	1
AT2TE04160	0	0	0	1	1
AT2TE04300	0	0	0	1	1
AT2TE04305	0	0	0	1	1
AT2TE04310	0	0	0	1	1
AT2TE04320	6169.06733318192	6064.65531809626	0.0319795524163109	0.952929123101963	1
AT2TE04340	0	0	0	1	1
AT2TE04370	0	0	0	1	1
AT2TE04375	0	0	0	1	1
AT2TE04380	0	0	0	1	1
AT2TE04385	0	7.02370409680049	-2.35098262481846	1	1
AT2TE04430	0	0	0	1	1
AT2TE04440	0	0	0	1	1
AT2TE04470	0	0	0	1	1
AT2TE04475	0	0	0	1	1
AT2TE04485	0	0	0	1	1
AT2TE04495	0	0	0	1	1
AT2TE04500	0	0	0	1	1
AT2TE04505	0	0	0	1	1
AT2TE04515	0	0	0	1	1
AT2TE04520	0	0	0	1	1
AT2TE04525	0	0	0	1	1
AT2TE04540	0	0	0	1	1
AT2TE04545	0	0	0	1	1
AT2TE04555	0	0	0	1	1
AT2TE04570	69.0293588590404	0	3.13915052750562	0.50187235234516	1
AT2TE04575	9.45549010346527	9.41036628121671	-0.0555552242891825	1	1
AT2TE04580	0	0	0	1	1
AT2TE04610	0	0	0	1	1
AT2TE04615	0	0	0	1	1
AT2TE04630	0	0	0	1	1
AT2TE04635	2003.50455073606	2451.87517101639	-0.287332682758944	0.270683065676847	1
AT2TE04670	9.96039491481536	0	2.29434778047541	1	1
AT2TE04675	0	0	0	1	1
AT2TE04680	0	0	0	1	1
AT2TE04730	0	0	0	1	1
AT2TE04760	0	0	0	1	1
AT2TE04800	108.901695368063	51.9535191033311	1.08153522030061	0.176192549287955	1
AT2TE04805	0	0	0	1	1
AT2TE04810	0	0	0	1	1
AT2TE04815	0	0	0	1	1
AT2TE04820	0	0	0	1	1
AT2TE04825	0	0	0	1	1
AT2TE04830	0	0	0	1	1
AT2TE04835	0	0	0	1	1
AT2TE04840	0	0	0	1	1
AT2TE04845	0	0	0	1	1
AT2TE04855	0	0	0	1	1
AT2TE04860	0	0	0	1	1
AT2TE04865	0	0	0	1	1
AT2TE04870	0	0	0	1	1
AT2TE04875	0	0	0	1	1
AT2TE04880	0	0	0	1	1
AT2TE04885	0	0	0	1	1
AT2TE04890	0	0	0	1	1
AT2TE04895	0	0	0	1	1
AT2TE04900	0	0	0	1	1
AT2TE04905	0	0	0	1	1
AT2TE04910	0	0	0	1	1
AT2TE04915	0	0	0	1	1
AT2TE04920	0	0	0	1	1
AT2TE05000	0	0	0	1	1
AT2TE05005	0	0	0	1	1
AT2TE05010	0	0	0	1	1
AT2TE05015	0	0	0	1	1
AT2TE05020	0	0	0	1	1
AT2TE05025	0	0	0	1	1
AT2TE05030	0	0	0	1	1
AT2TE05080	0	0	0	1	1
AT2TE05085	0	0	0	1	1
AT2TE05090	0	0	0	1	1
AT2TE05095	0	0	0	1	1
AT2TE05100	0	0	0	1	1
AT2TE05140	0	0	0	1	1
AT2TE05160	447.384635199646	627.066193844242	-0.473914525643531	0.672210958826309	1
AT2TE05165	0	0	0	1	1
AT2TE05170	0	0	0	1	1
AT2TE05200	0	0	0	1	1
AT2TE05230	0	0	0	1	1
AT2TE05235	8.27355384053211	8.23407049606462	-0.0555552241049675	1	1
AT2TE05245	0	0	0	1	1
AT2TE05290	0	0	0	1	1
AT2TE05300	0	0	0	1	1
AT2TE05305	0	0	0	1	1
AT2TE05315	0	0	0	1	1
AT2TE05320	0	0	0	1	1
AT2TE05340	0	0	0	1	1
AT2TE05345	0	0	0	1	1
AT2TE05350	0	0	0	1	1
AT2TE05380	0	0	0	1	1
AT2TE05390	0	0	0	1	1
AT2TE05395	0	0	0	1	1
AT2TE05410	0	2.90908280360349	-3.20276780684233	0.502193150835921	1
AT2TE05415	0	0	0	1	1
AT2TE05420	0	0	0	1	1
AT2TE05425	0	0	0	1	1
AT2TE05430	0	0	0	1	1
AT2TE05435	0	0	0	1	1
AT2TE05440	0	0	0	1	1
AT2TE05445	0	0	0	1	1
AT2TE05450	0	0	0	1	1
AT2TE05455	0	0	0	1	1
AT2TE05460	0	0	0	1	1
AT2TE05465	0	0	0	1	1
AT2TE05470	0	0	0	1	1
AT2TE05475	0	0	0	1	1
AT2TE05480	0	0	0	1	1
AT2TE05485	0	0	0	1	1
AT2TE05490	0	0	0	1	1
AT2TE05500	0	0	0	1	1
AT2TE05510	0	0	0	1	1
AT2TE05515	0	0	0	1	1
